name,mark,year,mileage,engine_power,fuel,consumption,ecology,gearbox,country,engine_size,accidents,exterior,interior,price
toyota corolla verso,toyota,2004,228552.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1794.0,0.20593368237347295,unknown,unknown,2800.0
audi a6 avant 3.0 tdi quattro pro line plus,audi,2013,213443.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2967.0,0.20593368237347295,unknown,unknown,12500.0
"ford focus 1.8 tdci , airco",ford,2003,197288.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1800.0,0.20593368237347295,unknown,unknown,550.0
mazda 323 1.4/16v si,mazda,1998,243780.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1400.0,0.20593368237347295,unknown,unknown,600.0
opel astra wagon 1.6 temptation,opel,2008,98540.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,5149.0
opel astra 1.6 sport 32.000 km met nap,opel,1998,32787.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,3449.0
bmw 5-serie 520i executive automaat,bmw,2004,365427.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2171.0,0.20593368237347295,unknown,unknown,3250.0
mercedes benz gl 63 amg 4 matic - full spec - 7 seater - panorama roof - harman kardon...,mercedes,2014,59684.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,5461.0,0.20593368237347295,unknown,unknown,58900.0
audi q5,audi,0,31500.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1984.0,0.20593368237347295,unknown,unknown,23995.0
peugeot 206 cabriolet cc filou       1. hand.,peugeot,0,143800.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1587.0,0.20593368237347295,unknown,unknown,1690.0
bmw 1-serie 5-drs 116i business line airco,bmw,2010,214471.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1995.0,0.20593368237347295,unknown,unknown,3800.0
"volkswagen passat 2.0 fsi , navi , leder , aut.",volkswagen,2006,281221.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1984.0,0.20593368237347295,unknown,unknown,2500.0
fiat fiat ducato 9 persoons 100000km,fiat,2012,100000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1956.0,0.20593368237347295,unknown,unknown,8750.0
mercedes benz sprinter 316cdi airco persoon invalide vervoer,mercedes,2013,620000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,14500.0
mercedes benz sprinter 9persoons met invalide lift,mercedes,2011,500000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,7950.0
"opel vivaro 9 sitze * 8400,-netto tãv neu",opel,0,143000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,8400.0
opel vivaro 9 sitze,opel,0,165000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,8200.0
audi a4 avant 1.4 tfsi 150pk pro l. spring adv. avant navi klima,audi,2016,121849.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1395.0,0.20593368237347295,unknown,unknown,12950.0
citroen jumpy hdi 125 fap l1 multispace attraction,citroen,2014,265000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1997.0,0.20593368237347295,unknown,unknown,4750.0
mercedes benz 124type 230 e 124,mercedes,1985,190000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2299.0,0.20593368237347295,unknown,unknown,7750.0
mercedes benz 500 sl airco automaat marge sl 500,mercedes,1991,172200.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,4973.0,0.20593368237347295,unknown,unknown,13750.0
mercedes benz sprinter 311cdi airco 9 persoons l3h2,mercedes,2008,470000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6500.0
mercedes benz 200 e 124 type automaat 157000km,mercedes,1989,157000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1996.0,0.20593368237347295,unknown,unknown,7750.0
jeep jeep wrangler 4x4 cabrio,jeep,1997,160000.0,0.20593368237347295,LPG,6.65,162.9596214511041,Manual,The Netherlands,2464.0,0.20593368237347295,unknown,unknown,9750.0
ford ranger doppelkabine 4x4 wildtrak,ford,0,33500.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,3198.0,0.20593368237347295,unknown,unknown,24900.0
"renault trafic kasten l1h1 2,7t komfort",renault,0,6900.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,14900.0
ford mondeo tdci ac-clime mondeo,ford,2006,238000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1998.0,0.20593368237347295,unknown,unknown,650.0
"fiat 500 1.2 lounge aut.nap airco,leer,pano,pdc",fiat,2010,52281.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1242.0,0.20593368237347295,unknown,unknown,7250.0
volkswagen passat variant 1.6 tdi diesel trekhaak- climat control a/c- navi passat,volkswagen,2015,159000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,14900.0
opel zafira 1.8-16v selection airco 7 persoons apk verlopen,opel,2002,190913.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,950.0
opel astra sports tourer 1.4 turbo business + nap airco,opel,2013,149284.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1362.0,0.20593368237347295,unknown,unknown,8250.0
opel corsa 1.2 16v strada 5drs. - apk jan. 2021 - 7120,opel,1999,241846.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,650.0
skoda octavia combi 1.5 tsi 110kw ambition navi,skoda,2018,41153.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1498.0,0.20593368237347295,unknown,unknown,7500.0
toyota aygo tãv neu,toyota,0,85000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,2999.0
mercedes benz e 320 avantgarde 7 zitter,mercedes,1998,112500.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,3199.0,0.20593368237347295,unknown,unknown,4750.0
bmw 325i,bmw,1993,55205.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2493.0,0.20593368237347295,unknown,unknown,5750.0
ford transit/tourneo,ford,2007,334039.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2198.0,0.20593368237347295,unknown,unknown,4950.0
bmw 7-serie 740le iperformance high executive - ex. minister auto! - â 29.95...,bmw,2016,210090.0,0.20593368237347295,Hybrid,6.65,162.9596214511041,Automatic,The Netherlands,1998.0,0.20593368237347295,unknown,unknown,29950.0
kia sorento 2.5,kia,2003,256000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2497.0,0.20593368237347295,unknown,unknown,2250.0
volkswagen touran 1.6 fsi business airco,volkswagen,2006,254323.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,1650.0
toyota verso 2.0 d-4d aspiration 7-pers. navi/climate,toyota,2012,217799.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1998.0,0.20593368237347295,unknown,unknown,4900.0
volkswagen golf variant 1.4 tsi 118kw highline panorama,volkswagen,2011,128175.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1390.0,0.20593368237347295,unknown,unknown,5300.0
mercedes benz e 200,mercedes,2002,254000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,1250.0
toyota avensis 1.8 t27 7 places/zitten,toyota,2009,160000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,6750.0
ford focus 1.6i futura wagon - 7119,ford,2004,227064.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1596.0,0.20593368237347295,unknown,unknown,1250.0
volkswagen golf v lim. united    wildschaden,volkswagen,0,193560.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1390.0,0.20593368237347295,unknown,unknown,1690.0
volkswagen t6 bus multivan generation six 4mot  neuer motor,volkswagen,0,145000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,22328.0
mercedes benz g-klasse 400 cdi machtige v8 turbo diesel young timer,mercedes,2005,197841.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,3996.0,0.20593368237347295,unknown,unknown,31950.0
opel vectra 2.2-16v comfort automaat airco,opel,2002,112991.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2198.0,0.20593368237347295,unknown,unknown,3499.0
audi a5 sportback 2.0 tdi / xenon / acc,audi,2015,195613.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,14450.0
"mazda 5 1.8 , airco , 7 seats",mazda,2007,281244.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,1750.0
"renault twingo 1.2 , airco",renault,1999,261305.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1149.0,0.20593368237347295,unknown,unknown,950.0
opel astra 1.6 gl,opel,1999,124409.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,1399.0
opel corsa 1.2-16v business,opel,2008,174442.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1229.0,0.20593368237347295,unknown,unknown,3399.0
alfa romeo giulietta 1.7 tbi quadrifoglio verde 240pk (climate control - cruise con...,alfa,2013,115536.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1742.0,0.20593368237347295,unknown,unknown,14900.0
fiat panda 0.9 twinair young (airco - electr. ramen - radio/cd/mp3),fiat,2014,102554.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,964.0,0.20593368237347295,unknown,unknown,5950.0
"opel vectra b cc , 1.6 16v",opel,1998,264022.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,1250.0
volkswagen golf 1.6 tdi bm variant,volkswagen,2012,83639.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,5450.0
volkswagen transporter 9p dsg,volkswagen,2013,288935.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,6950.0
"nissan almera 1.5 slx , airco",nissan,1997,260764.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1498.0,0.20593368237347295,unknown,unknown,950.0
mercedes benz c-klasse lim. c 200 kompressor automatik / navi,mercedes,0,241000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,2700.0
volkswagen tiguan sport & style 4motion,volkswagen,2012,160000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,11750.0
"audi a4 avant, navi, sitzheizung, bussines-paket",audi,0,190302.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,11700.0
toyota aygo 1.0-12v cool,toyota,2011,198795.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,2850.0
peugeot 308 cc hdi fap 140 premium *ahk*pdc*alu*,peugeot,0,116000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1997.0,0.20593368237347295,unknown,unknown,6950.0
suzuki swift 1.0,suzuki,2001,58899.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,993.0,0.20593368237347295,unknown,unknown,850.0
"suzuki alto 1.0 , airco",suzuki,2002,177477.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1061.0,0.20593368237347295,unknown,unknown,950.0
"dacia logan 1.5 dci , airco , not running!!",dacia,2007,356852.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1461.0,0.20593368237347295,unknown,unknown,750.0
skoda kodiaq sportline 1.5 tsi dsg navi/trekhaak/stoelverw.,skoda,2020,1013.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1498.0,0.20593368237347295,unknown,unknown,47750.0
skoda octavia combi 1.6 tdi greenline ambition businessline diesel kan al bij ...,skoda,2015,78834.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,13900.0
opel corsa 5-drs 1.4 turbo opc-line,opel,2013,82617.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1400.0,0.20593368237347295,unknown,unknown,4500.0
opel meriva 1.8-16v cosmo climate 92kw,opel,2004,188429.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,1250.0
"mazda 5 1.8 touring 7 persoons ,apk juni 2021, climate controle",mazda,2005,273196.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,2450.0
mazda cx-9 3.7 gt-l lpg g3 7 persoons prachtige auto!,mazda,2008,277116.0,0.20593368237347295,LPG,6.65,162.9596214511041,Automatic,The Netherlands,3726.0,0.20593368237347295,unknown,unknown,8500.0
alfa romeo 159 1.9 jts distinctive,alfa,2006,218932.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1859.0,0.20593368237347295,unknown,unknown,2999.0
ford ecosport 1.0 ecoboost trend 125pk (airco - ml- electr. ramen - radio/cd ...,ford,2015,34416.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,12700.0
nissan x-trail se 4x4,nissan,2011,169000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1994.0,0.20593368237347295,unknown,unknown,9999.0
nissan micra visia,nissan,2009,122000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1240.0,0.20593368237347295,unknown,unknown,2950.0
opel signum 3.2 v6 cosmo,opel,2004,296116.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,3175.0,0.20593368237347295,unknown,unknown,999.0
peugeot 107 1.0-12v black & silver 5-deurs | airco | alcantara | privacy glass |...,peugeot,2012,137260.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,4190.0
opel corsa 1.0 turbo innovation opc-line | carplay | dealer onderhouden | air...,opel,2017,16246.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,999.0,0.20593368237347295,unknown,unknown,11990.0
audi q5 3.0 tdi v6 s-line s-tronic,audi,2015,121353.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2967.0,0.20593368237347295,unknown,unknown,29950.0
bmw 730i oldtimer,bmw,0,272596.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2986.0,0.20593368237347295,unknown,unknown,7900.0
mercedes benz e 220 d drive pilot - widescreen,mercedes,0,124237.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1950.0,0.20593368237347295,unknown,unknown,23500.0
mini mini 1.6 cooper chili cabrio airco,mini,2004,162192.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,4650.0
ford transit custom 310l l2 h1 2.0 tdci 130pk trend 9-persoons airco cruise p...,ford,2017,101152.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1997.0,0.20593368237347295,unknown,unknown,17850.0
bmw 3-serie coupã© 320ci executive,bmw,2001,306681.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,2171.0,0.20593368237347295,unknown,unknown,2200.0
"renault espace tce 200 pk initiale paris, 7 pers.dvd, 1e eigenaar",renault,2017,46551.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1618.0,0.20593368237347295,unknown,unknown,32750.0
opel astra 1.6-16v centennial airco 5 deurs,opel,1999,259690.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,999.0
ford focus 1.6-16v ghia,ford,1999,203228.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1596.0,0.20593368237347295,unknown,unknown,999.0
fiat panda 0.9 twinair edizione cool (airco - electr. ramen voor - radio/cd -...,fiat,2014,71882.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,964.0,0.20593368237347295,unknown,unknown,6840.0
mercedes benz citan tourer 1090cdi,mercedes,2016,82000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1461.0,0.20593368237347295,unknown,unknown,9900.0
mercedes benz e-klasse e 220 cdi  9-g-tronic led avantgarde,mercedes,0,219000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,11200.0
"volkswagen golf 7 /vii variant trendline bmt 4800,-netto",volkswagen,0,299000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,4800.0
"seat alhambra reference 1,4",seat,0,69000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1395.0,0.20593368237347295,unknown,unknown,13991.0
"seat ateca 2.0 tdi 110kw 4x4   full link 11200,-netto",seat,0,144000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,11200.0
mercedes benz e 200 kompressor t elegance automatic,mercedes,0,225000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,3990.0
mercedes benz e-klasse lim. e 200 kompressor elegance,mercedes,0,181000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,6900.0
volkswagen touareg 3.0 v6 tdi tiptronic bmt navi automatik,volkswagen,0,246000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2967.0,0.20593368237347295,unknown,unknown,11200.0
"volkswagen passat variant 2.0 fsi highline climat,cruise,pdc,stoelverwarming",volkswagen,2006,263952.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1984.0,0.20593368237347295,unknown,unknown,3250.0
